genesymbol,cell_type,organ,organism
TNR,Oligodendrocyte progenitor cells,Brain,human
FYN,Oligodendrocyte progenitor cells,Brain,human
CNP,Schwann cells,Brain,human
CNP,Oligodendrocyte progenitor cells,Brain,human
GALC,Oligodendrocytes,Brain,human
MOG,Oligodendrocytes,Brain,human
TF,Oligodendrocytes,Brain,human
TF,Sertoli cells,Reproductive,human
OLIG3,Oligodendrocytes,Brain,human
GJC2,Oligodendrocytes,Brain,human
BCAS1,Oligodendrocytes,Brain,human
BCAS1,Schwann cells,Brain,human
ENPP6,Oligodendrocytes,Brain,human
TMEM63A,Oligodendrocytes,Brain,human
GPR62,Oligodendrocytes,Brain,human
SLC25A38,Oligodendrocytes,Brain,human
TYRO3,Oligodendrocytes,Brain,human
S1PR5,Oligodendrocytes,Brain,human
ASPA,Oligodendrocytes,Brain,human
ASPA,Schwann cells,Brain,human
EPHB1,Oligodendrocytes,Brain,human
EPHB1,Osteoclasts,Bone,human
FASN,Oligodendrocytes,Brain,human
OMG,Oligodendrocytes,Brain,human
ZDHHC9,Oligodendrocytes,Brain,human
ADAMTS4,Oligodendrocytes,Brain,human
MYRF,Oligodendrocytes,Brain,human
SEMA4D,Osteoclasts,Bone,human
SEMA4D,Oligodendrocytes,Brain,human
TMEM125,Oligodendrocytes,Brain,human
KLHL2,Oligodendrocytes,Brain,human
DPY19L1,Oligodendrocytes,Brain,human
TSPAN15,Oligodendrocytes,Brain,human
HAPLN2,Oligodendrocytes,Brain,human
OPALIN,Oligodendrocytes,Brain,human
ERMN,Oligodendrocytes,Brain,human
FA2H,Oligodendrocytes,Brain,human
CLDN11,Oligodendrocytes,Brain,human
CLDN11,Sertoli cells,Reproductive,human
ELOVL7,Oligodendrocytes,Brain,human
PLLP,Oligodendrocytes,Brain,human
NINJ2,Oligodendrocytes,Brain,human
SGK2,Oligodendrocytes,Brain,human
GJC3,Oligodendrocytes,Brain,human
KLK6,Oligodendrocytes,Brain,human
NFE2L3,Oligodendrocytes,Brain,human
PEX5L,Oligodendrocytes,Brain,human
CLDN14,Oligodendrocytes,Brain,human
CNTF,Oligodendrocytes,Brain,human
EML1,Oligodendrocytes,Brain,human
KIF6,Oligodendrocytes,Brain,human
NIPAL4,Oligodendrocytes,Brain,human
SEC14L5,Oligodendrocytes,Brain,human
SP7,Osteoblasts,Bone,human
SP7,Oligodendrocytes,Brain,human
ST18,Oligodendrocytes,Brain,human
DUSP15,Oligodendrocytes,Brain,human
ARSG,Oligodendrocytes,Brain,human
NPC1,Oligodendrocytes,Brain,human
MAG,Schwann cells,Brain,human
MAG,Oligodendrocytes,Brain,human
SLC25A29,Oligodendrocytes,Brain,human
SLC25A19,Oligodendrocytes,Brain,human
PLEKHH1,Oligodendrocytes,Brain,human
TMEM88B,Oligodendrocytes,Brain,human
DBNDD2,Oligodendrocytes,Brain,human
SGK3,Oligodendrocytes,Brain,human
ARRDC2,Oligodendrocytes,Brain,human
PLP1,Oligodendrocytes,Brain,human
PLP1,Schwann cells,Brain,human
MBP,Oligodendrocytes,Brain,human
SLC6A6,Osteoblasts,Bone,human
SLC6A6,Pinealocytes,Brain,human
LRP4,Osteoblasts,Bone,human
EGFL6,Pulmonary alveolar type I cells,Lungs,human
EGFL6,Pulmonary alveolar type II cells,Lungs,human
EGFL6,Osteoblasts,Bone,human
GPER1,Osteoblasts,Bone,human
NF2,Smooth muscle cells,Smooth muscle,human
NF2,Osteoblasts,Bone,human
NF2,Sertoli cells,Reproductive,human
PHEX,Osteoblasts,Bone,human
PLCD4,Osteoblasts,Bone,human
FOXO1,Osteoblasts,Bone,human
MAGED1,Osteoblasts,Bone,human
PARD6G,Osteoblasts,Bone,human
TNFSF11,Osteoblasts,Bone,human
TNFRSF10A,Osteoblasts,Bone,human
CX3CL1,Osteoblasts,Bone,human
F2R,Platelets,Blood,human
F2R,Osteoblasts,Bone,human
NOD1,Osteoblasts,Bone,human
NOD2,Osteoblasts,Bone,human
NOD2,Platelets,Blood,human
NOD2,Paneth cells,GI tract,human
CYP27B1,Parathyroid chief cells,Parathyroid glands,human
CYP27B1,Osteoblasts,Bone,human
P2RX4,Osteoblasts,Bone,human
INSR,Osteoblasts,Bone,human
EPHB4,Osteoblasts,Bone,human
FGFR1,Parathyroid chief cells,Parathyroid glands,human
FGFR1,Osteoblasts,Bone,human
BGLAP,Osteoblasts,Bone,human
BGLAP,Platelets,Blood,human
TLR5,Paneth cells,GI tract,human
TLR5,Osteoblasts,Bone,human
P86547,Osteoblasts,Bone,mouse
COL11A2,Osteoblasts,Bone,human
IBSP,Osteoblasts,Bone,human
NPNT,Osteoblasts,Bone,human
OLFML1,Osteoblasts,Bone,human
TNFRSF11A,Osteoclasts,Bone,human
TNFRSF11A,Osteoclast precursor cells,Bone,human
CYSLTR1,Osteoclast precursor cells,Bone,human
SOST,Osteoclasts,Bone,human
SOST,Osteocytes,Bone,human
ZBTB7A,Osteoclasts,Bone,human
TNFRSF11B,Osteoclasts,Bone,human
PTPRA,Osteoclasts,Bone,human
ITPR3,Osteoclasts,Bone,human
THRA,Osteoclasts,Bone,human
LTB4R,Osteoclasts,Bone,human
TRPV5,Osteoclasts,Bone,human
SNX10,Osteoclasts,Bone,human
OSCAR,Osteoclasts,Bone,human
DCSTAMP,Osteoclasts,Bone,human
SLC39A14,Osteoclasts,Bone,human
IRAK3,Osteoclasts,Bone,human
ITGAV,Osteoclasts,Bone,human
GRM8,Osteoclasts,Bone,human
GRM8,Plasmacytoid dendritic cells,Immune system,human
PFN1,Osteocytes,Bone,human
GCM2,Oxyphil cells,Parathyroid glands,human
RPL23A,Pancreatic progenitor cells,Pancreas,human
MFNG,Pancreatic progenitor cells,Pancreas,human
MMP11,Pulmonary alveolar type I cells,Lungs,human
MMP11,Pancreatic stellate cells,Pancreas,human
TNFAIP6,Pancreatic stellate cells,Pancreas,human
DEFA5,Paneth cells,GI tract,human
DEFA6,Paneth cells,GI tract,human
PLA2G2A,Paneth cells,GI tract,human
GUCA2B,Paneth cells,GI tract,human
P35230,Paneth cells,GI tract,mouse
REG3G,Paneth cells,GI tract,human
ANGPT4,Paneth cells,GI tract,mouse
ANGPT4,Plasma cells,Immune system,human
GPX2,Paneth cells,GI tract,human
PNLIPRP2,Paneth cells,GI tract,human
LGR4,Paneth cells,GI tract,human
RIPK2,Paneth cells,GI tract,human
RAP1A,Paneth cells,GI tract,human
ATG16L1,Paneth cells,GI tract,human
WNT9B,Paneth cells,GI tract,human
Q5G866,Paneth cells,GI tract,mouse
Q64016,Paneth cells,GI tract,mouse
D3YYJ7,Paneth cells,GI tract,mouse
Q8C1P2,Paneth cells,GI tract,mouse
Q8C1N8,Paneth cells,GI tract,mouse
MPTX1,Paneth cells,GI tract,human
KLF15,Paneth cells,GI tract,human
Q45VN2,Paneth cells,GI tract,mouse
LRP2,Parathyroid chief cells,Parathyroid glands,human
LRP2,Proximal tubule cells,Kidney,human
PTH,Parathyroid chief cells,Parathyroid glands,human
RAB3A,Parathyroid chief cells,Parathyroid glands,human
HIP1R,Parietal cells,GI tract,human
EGFL8,Schwann cells,Brain,human
SEMA3B,Schwann cells,Brain,human
SEMA3B,Pulmonary alveolar type I cells,Lungs,human
HIGD1B,Pericytes,Vasculature,human
SLC38A11,Smooth muscle cells,Smooth muscle,human
ATP13A5,Pericytes,Vasculature,human
INPP4B,Pericytes,Vasculature,human
MYO1B,Pericytes,Vasculature,human
COG7,Pericytes,Vasculature,human
HEYL,Pericytes,Vasculature,human
HEYL,Satellite cells,Skeletal muscle,human
GNB4,Pericytes,Vasculature,human
KCNMB1,Smooth muscle cells,Smooth muscle,human
TPM4,Peritubular myoid cells,Reproductive,human
WNT1,Peritubular myoid cells,Reproductive,mouse
WNT2B,Peritubular myoid cells,Reproductive,human
RCVRN,Photoreceptor cells,Eye,human
SAG,Pinealocytes,Brain,human
RHO,Photoreceptor cells,Eye,human
ROM1,Pinealocytes,Brain,human
CRX,Pinealocytes,Brain,human
CRX,Photoreceptor cells,Eye,human
ASMT,Pinealocytes,Brain,human
GNGT1,Pinealocytes,Brain,human
CNGB1,Pinealocytes,Brain,human
CNGA1,Pinealocytes,Brain,human
PDE6C,Pinealocytes,Brain,human
ADRA1B,Pinealocytes,Brain,human
DRD4,Pinealocytes,Brain,human
CHRNB4,Pinealocytes,Brain,human
CACNA1F,Pinealocytes,Brain,human
PRDM1,Plasma cells,Immune system,human
PIAS1,Plasma cells,Immune system,human
CYCS,Plasma cells,Immune system,human
HTRA2,Plasma cells,Immune system,human
CCR10,Plasma cells,Immune system,human
ABCB9,Plasma cells,Immune system,human
AMPD1,Plasma cells,Immune system,human
ATXN8OS,Plasma cells,Immune system,human
C11orf80,Plasma cells,Immune system,human
GPR25,Plasma cells,Immune system,human
H2AC4,Plasma cells,Immune system,human
H2BC7,Platelets,Blood,human
H2BC7,Plasma cells,Immune system,human
IGHE,Plasma cells,Immune system,human
KCNA3,Plasma cells,Immune system,human
KCNG2,Plasma cells,Immune system,human
LIME1,Plasma cells,Immune system,human
MAN1A1,Plasma cells,Immune system,human
MAST1,Plasma cells,Immune system,human
MROH7,Plasma cells,Immune system,human
PDK1,Plasma cells,Immune system,human
SPAG4,Plasma cells,Immune system,human
ST6GALNAC4,Plasma cells,Immune system,human
TGM5,Plasma cells,Immune system,human
ZBP1,Plasma cells,Immune system,human
ZNF165,Plasma cells,Immune system,human
IGHG2,Plasma cells,Immune system,human
IGHA2,Plasma cells,Immune system,human
IGLV3-1,Plasma cells,Immune system,human
IGLC7,Plasma cells,Immune system,human
SSR4,Plasma cells,Immune system,human
IL16,Plasma cells,Immune system,human
PPIB,Plasma cells,Immune system,human
CD4,Plasmacytoid dendritic cells,Immune system,human
CD4,T cells,Immune system,human
CD4,T regulatory cells,Immune system,human
CD4,T helper cells,Immune system,human
CD4,Thymocytes,Thymus,human
LILRA4,Plasmacytoid dendritic cells,Immune system,human
CLEC4C,Plasmacytoid dendritic cells,Immune system,human
LAMP5,Plasmacytoid dendritic cells,Immune system,human
PTCRA,Platelets,Blood,human
PTCRA,Plasmacytoid dendritic cells,Immune system,human
TLR7,Plasmacytoid dendritic cells,Immune system,human
MCTP2,Plasmacytoid dendritic cells,Immune system,human
Q588F6,Plasmacytoid dendritic cells,Immune system,mouse
Q6IVG2,Plasmacytoid dendritic cells,Immune system,mouse
Q588F5,Plasmacytoid dendritic cells,Immune system,mouse
Q6DUV0,Plasmacytoid dendritic cells,Immune system,mouse
Q588F4,Plasmacytoid dendritic cells,Immune system,mouse
Q8BJS9,Plasmacytoid dendritic cells,Immune system,mouse
Q9JMA4,Plasmacytoid dendritic cells,Immune system,mouse
Q588F7,Plasmacytoid dendritic cells,Immune system,mouse
CARD6,Plasmacytoid dendritic cells,Immune system,human
ITM2C,Plasmacytoid dendritic cells,Immune system,human
ZFAT,Plasmacytoid dendritic cells,Immune system,human
NRP1,Plasmacytoid dendritic cells,Immune system,human
SLC15A4,Plasmacytoid dendritic cells,Immune system,human
CCR9,Plasmacytoid dendritic cells,Immune system,human
BST2,Plasmacytoid dendritic cells,Immune system,human
CD226,Platelets,Blood,human
TNFSF14,Platelets,Blood,human
LRRC32,Platelets,Blood,human
LRRC32,T regulatory cells,Immune system,human
LTBR,Platelets,Blood,human
ABCC4,Platelets,Blood,human
FERMT3,Platelets,Blood,human
TUBB1,Platelets,Blood,human
PPBP,Platelets,Blood,human
PPBP,Pulmonary alveolar type II cells,Lungs,human
PRKAR2B,Platelets,Blood,human
STX11,Platelets,Blood,human
MFSD2B,Platelets,Blood,human
SELPLG,Platelets,Blood,human
ERO1A,Platelets,Blood,human
F11R,Platelets,Blood,human
SCARB1,Platelets,Blood,human
ADAM10,Platelets,Blood,human
CCR4,Platelets,Blood,human
OST4,Platelets,Blood,human
GP1BB,Platelets,Blood,human
GPX1,Platelets,Blood,human
PPDPF,Platelets,Blood,human
MAP3K7CL,Smooth muscle cells,Smooth muscle,human
MAP3K7CL,Platelets,Blood,human
GRAP2,Platelets,Blood,human
CTSA,Sertoli cells,Reproductive,human
CTSA,Platelets,Blood,human
MPIG6B,Platelets,Blood,human
H3C11,Platelets,Blood,human
C2orf88,Platelets,Blood,human
ARHGDIB,Platelets,Blood,human
CDKN2D,Platelets,Blood,human
PDLIM1,Platelets,Blood,human
AGPAT1,Platelets,Blood,human
SMOX,Platelets,Blood,human
H2BC12,Platelets,Blood,human
SH3BGRL2,Platelets,Blood,human
ALDH2,Platelets,Blood,human
ALOX5AP,Platelets,Blood,human
RAP1B,Platelets,Blood,human
LAPTM5,Platelets,Blood,human
SLC2A3,Platelets,Blood,human
ARHGAP10,Platelets,Blood,human
RTL8B,Platelets,Blood,human
TREML2,Platelets,Blood,human
NOX5,Platelets,Blood,human
MAPK14,Platelets,Blood,human
ABCA3,Platelets,Blood,human
ABCA3,Pulmonary alveolar type II cells,Lungs,human
PREX1,Platelets,Blood,human
ATP8A1,Platelets,Blood,human
F7,Platelets,Blood,human
SLC17A9,Platelets,Blood,human
SIRT3,Platelets,Blood,human
CYP2U1,Platelets,Blood,human
TLR1,Platelets,Blood,human
TLR6,Platelets,Blood,human
LGALS8,Platelets,Blood,human
CD40LG,T helper cells,Immune system,human
CD40LG,Platelets,Blood,human
PRMT8,Pluripotent stem cells,,human
NCOA5,Pluripotent stem cells,,human
PRDM14,Pluripotent stem cells,,human
FGF4,Pluripotent stem cells,,human
D3Z4F2,Pluripotent stem cells,,mouse
Q9D5K8,Pluripotent stem cells,,mouse
E9Q5X9,Pluripotent stem cells,,mouse
Q9D4A7,Pluripotent stem cells,,mouse
Q80V81,Pluripotent stem cells,,mouse
TERF1,Pluripotent stem cells,,human
ZNF296,Pluripotent stem cells,,human
NAP1L1,Pluripotent stem cells,,human
HK2,Pluripotent stem cells,,human
ESRP1,Pluripotent stem cells,,human
NPHS2,Podocytes,Kidney,human
LAMA3,Podocytes,Kidney,human
MYOC,Podocytes,Kidney,human
CDH13,Podocytes,Kidney,human
SEMA3G,Podocytes,Kidney,human
ENPEP,Proximal tubule cells,Kidney,human
CLIC5,Podocytes,Kidney,human
CLIC5,Pulmonary alveolar type I cells,Lungs,human
RHPN1,Podocytes,Kidney,human
BCAM,Podocytes,Kidney,human
MAGI2,Podocytes,Kidney,human
EFNB1,Podocytes,Kidney,human
PLOD2,Podocytes,Kidney,human
NPR3,Podocytes,Kidney,human
PARD3B,Podocytes,Kidney,human
MYO1E,Podocytes,Kidney,human
NEBL,Podocytes,Kidney,human
SH2D4A,Podocytes,Kidney,human
TDRD5,Podocytes,Kidney,human
IQGAP2,Podocytes,Kidney,human
FAT1,Podocytes,Kidney,human
FOXD1,Podocytes,Kidney,human
TRIB2,Podocytes,Kidney,human
COL4A5,Podocytes,Kidney,human
HSPB8,Podocytes,Kidney,human
KANK1,Podocytes,Kidney,human
CRB2,Podocytes,Kidney,human
LRRC49,Podocytes,Kidney,human
CORO2B,Podocytes,Kidney,human
ARHGAP24,Podocytes,Kidney,human
GPRC5A,Pulmonary alveolar type I cells,Lungs,human
GPRC5A,Podocytes,Kidney,human
EPB41L5,Podocytes,Kidney,human
AJUBA,Podocytes,Kidney,human
CD2AP,Podocytes,Kidney,human
GOLIM4,Podocytes,Kidney,human
ZBTB8A,Podocytes,Kidney,human
Q9QYS9,Podocytes,Kidney,mouse
TOB1,Podocytes,Kidney,human
WSB2,Podocytes,Kidney,human
EMC2,Podocytes,Kidney,human
EHD4,Podocytes,Kidney,human
ETF1,Podocytes,Kidney,human
EMC7,Podocytes,Kidney,human
LUC7L2,Podocytes,Kidney,human
MAPT,Podocytes,Kidney,human
FXYD4,Principal cells,Kidney,human
ACER2,Principal cells,Kidney,human
NR3C2,Principal cells,Kidney,human
SLC6A18,Proximal tubule cells,Kidney,human
SLC6A19,Proximal tubule cells,Kidney,human
O88575,Proximal tubule cells,Kidney,mouse
SLC5A2,Proximal tubule cells,Kidney,human
MIOX,Proximal tubule cells,Kidney,human
SLC34A1,Proximal tubule cells,Kidney,human
GLYAT,Proximal tubule cells,Kidney,human
FBP1,Proximal tubule cells,Kidney,human
SLC22A6,Proximal tubule cells,Kidney,human
SLC22A12,Proximal tubule cells,Kidney,human
SLC17A1,Proximal tubule cells,Kidney,human
SLC13A3,Proximal tubule cells,Kidney,human
SLC22A8,Proximal tubule cells,Kidney,human
FOLR1,T regulatory cells,Immune system,human
FOLR1,Reticulocytes,Blood,human
FOLR1,Proximal tubule cells,Kidney,human
SLC7A13,Proximal tubule cells,Kidney,human
AK4,Proximal tubule cells,Kidney,human
SLC5A8,Proximal tubule cells,Kidney,human
SLC22A1,Proximal tubule cells,Kidney,human
UPB1,Proximal tubule cells,Kidney,human
SLC17A3,Proximal tubule cells,Kidney,human
GCDH,Proximal tubule cells,Kidney,human
GSTZ1,Proximal tubule cells,Kidney,human
FAH,Proximal tubule cells,Kidney,human
Q99J94,Proximal tubule cells,Kidney,mouse
Q78JN3,Proximal tubule cells,Kidney,mouse
TMEM106A,Proximal tubule cells,Kidney,human
CRYL1,Proximal tubule cells,Kidney,human
SLC5A12,Proximal tubule cells,Kidney,human
AOAH,Proximal tubule cells,Kidney,human
SLC13A1,Proximal tubule cells,Kidney,human
Q8VCA0,Proximal tubule cells,Kidney,mouse
CLTRN,Proximal tubule cells,Kidney,mouse
SCIN,Proximal tubule cells,Kidney,human
Q9DCY0,Proximal tubule cells,Kidney,mouse
SLC22A13,Proximal tubule cells,Kidney,human
SLC22A7,Proximal tubule cells,Kidney,human
SLC16A9,Proximal tubule cells,Kidney,human
AGXT2,Proximal tubule cells,Kidney,human
NME4,Proximal tubule cells,Kidney,human
HGD,Proximal tubule cells,Kidney,human
OSGIN1,Proximal tubule cells,Kidney,human
SERPINF2,Proximal tubule cells,Kidney,human
HAAO,Proximal tubule cells,Kidney,human
PPIC,Proximal tubule cells,Kidney,human
SLC23A3,Proximal tubule cells,Kidney,human
CACNG5,Proximal tubule cells,Kidney,human
TGFBI,Proximal tubule cells,Kidney,human
RTKN2,Pulmonary alveolar type I cells,Lungs,human
AKAP5,Pulmonary alveolar type I cells,Lungs,human
EMP2,Pulmonary alveolar type I cells,Lungs,human
PXDC1,Pulmonary alveolar type I cells,Lungs,human
CRLF1,Pulmonary alveolar type II cells,Lungs,human
CRLF1,Pulmonary alveolar type I cells,Lungs,human
FSTL3,Pulmonary alveolar type I cells,Lungs,human
MEX3B,Pulmonary alveolar type I cells,Lungs,human
RADIL,Pulmonary alveolar type I cells,Lungs,human
SFTA2,Pulmonary alveolar type II cells,Lungs,human
SLC34A2,Pulmonary alveolar type II cells,Lungs,human
Q9WVL7,Pulmonary alveolar type II cells,Lungs,mouse
SFTPB,Pulmonary alveolar type II cells,Lungs,human
SOAT1,Pulmonary alveolar type II cells,Lungs,human
LPCAT1,Pulmonary alveolar type II cells,Lungs,human
GRK2,Pulmonary alveolar type II cells,Lungs,human
CTNND1,Pulmonary alveolar type II cells,Lungs,human
DDX3Y,Pulmonary alveolar type II cells,Lungs,human
GRID2,Purkinje neurons,Brain,human
SPINK8,Pyramidal cells,Brain,human
YWHAZ,Pyramidal cells,Brain,human
MAP2,Pyramidal cells,Brain,human
RTN4,Pyramidal cells,Brain,human
PDE2A,Pyramidal cells,Brain,human
KCNB1,Pyramidal cells,Brain,human
KCNB2,Pyramidal cells,Brain,human
KCNQ2,Pyramidal cells,Brain,human
KCNQ3,Pyramidal cells,Brain,human
SATB2,Pyramidal cells,Brain,human
OXTR,Pyramidal cells,Brain,human
KCND2,Pyramidal cells,Brain,human
KCND3,Pyramidal cells,Brain,human
PDGFD,Smooth muscle cells,Smooth muscle,human
PDGFD,Radial glia cells,Brain,human
SPRY1,Satellite cells,Skeletal muscle,human
SPRY1,Radial glia cells,Brain,human
SIGLEC1,Red pulp macrophages,Immune system,human
RUVBL1,Reticulocytes,Blood,human
UCP3,Reticulocytes,Blood,human
UBE2O,Reticulocytes,Blood,human
POU4F2,Retinal ganglion cells,Brain,human
RBPMS,Retinal ganglion cells,Brain,human
POU4F1,Retinal ganglion cells,Brain,human
RBPMS2,Smooth muscle cells,Smooth muscle,human
ASB5,Satellite cells,Skeletal muscle,human
SRXN1,Satellite cells,Skeletal muscle,human
BDKRB1,Satellite cells,Skeletal muscle,human
BARX2,Satellite cells,Skeletal muscle,human
VAMP2,Satellite cells,Skeletal muscle,human
PEG3,Satellite cells,Skeletal muscle,human
Q80TS5,Satellite cells,Skeletal muscle,mouse
SCRIB,Satellite cells,Skeletal muscle,human
NFATC2,Satellite cells,Skeletal muscle,human
NFATC2,T helper cells,Immune system,human
HOXC10,Satellite cells,Skeletal muscle,human
BDKRB2,Satellite glial cells,Brain,human
TGFA,Satellite glial cells,Brain,human
MAPK1,Satellite glial cells,Brain,human
JAK2,Satellite glial cells,Brain,human
SSTR1,Satellite glial cells,Brain,human
CNGA3,Satellite glial cells,Brain,human
NDRG1,Schwann cells,Brain,human
SEPTIN9,Schwann cells,Brain,human
PRX,Schwann cells,Brain,human
RXRG,Schwann cells,Brain,human
APOD,Schwann cells,Brain,human
CRYAB,Schwann cells,Brain,human
PMP22,Schwann cells,Brain,human
CADM4,Schwann cells,Brain,human
KCNA1,Schwann cells,Brain,human
IHH,Sebocytes,Skin,human
CALCA,Sebocytes,Skin,human
F2RL1,Sebocytes,Skin,human
RDH12,Sebocytes,Skin,human
S100A7,Sebocytes,Skin,human
CYP24A1,Sebocytes,Skin,human
PTGER2,Sebocytes,Skin,human
SRD5A2,Sebocytes,Skin,human
HRH1,Sebocytes,Skin,human
SLC22A3,Serotonergic neurons,Brain,human
INHBB,Sertoli cells,Reproductive,human
SHBG,Sertoli cells,Reproductive,human
GDNF,Sertoli cells,Reproductive,human
AARD,Sertoli cells,Reproductive,human
Q9DAN8,Sertoli cells,Reproductive,mouse
DEFB119,Sertoli cells,Reproductive,mouse
CST9,Sertoli cells,Reproductive,human
Q6VSS7,Sertoli cells,Reproductive,mouse
Q4TU85,Sertoli cells,Reproductive,mouse
O35660,Sertoli cells,Reproductive,mouse
Q80SW5,Sertoli cells,Reproductive,mouse
TMEM184A,Sertoli cells,Reproductive,human
WNT6,Sertoli cells,Reproductive,human
MRO,Sertoli cells,Reproductive,human
AMHR2,Sertoli cells,Reproductive,human
SCX,Sertoli cells,Reproductive,human
P70675,Sertoli cells,Reproductive,mouse
STIM1,Sertoli cells,Reproductive,human
ANKRD7,Sertoli cells,Reproductive,human
PRND,Sertoli cells,Reproductive,human
HSPBAP1,Sertoli cells,Reproductive,human
NXF3,Sertoli cells,Reproductive,human
GBA2,Sertoli cells,Reproductive,human
DIAPH2,Sertoli cells,Reproductive,human
PFKFB3,Sertoli cells,Reproductive,human
Q91WP6,Sertoli cells,Reproductive,mouse
RXRB,Sertoli cells,Reproductive,human
EPS8,Sertoli cells,Reproductive,human
NR1H2,Sertoli cells,Reproductive,human
